2008,3,ANDROID,13
2008,4,ANDROID,27
2009,1,ANDROID,132
2009,2,ANDROID,254
2009,3,ANDROID,539
2009,4,ANDROID,1104
2010,1,ANDROID,3342
2010,2,ANDROID,5080
2010,3,ANDROID,8296
2010,4,ANDROID,10830
2011,1,ANDROID,16895
2011,2,ANDROID,22008
2011,3,ANDROID,24225
2011,4,ANDROID,25048
2012,1,ANDROID,30927
2012,2,ANDROID,32519
2012,3,ANDROID,34302
2012,4,ANDROID,34279
2013,1,ANDROID,38750
2013,2,ANDROID,38717
2013,3,ANDROID,41482
2013,4,ANDROID,39801
2014,1,ANDROID,47763
2014,2,ANDROID,42683
2014,3,ANDROID,41426
2014,4,ANDROID,38766
2015,1,ANDROID,40838
2015,2,ANDROID,43925
2015,3,ANDROID,43939
2015,4,ANDROID,41086
2016,1,ANDROID,44331
2016,2,ANDROID,45480
2016,3,ANDROID,41884
2016,4,ANDROID,36137
2017,1,ANDROID,39641
2017,2,ANDROID,36798
2017,3,ANDROID,37801
2017,4,ANDROID,38028
2018,1,ANDROID,37094
2018,2,ANDROID,36574
2018,3,ANDROID,26236
2008,4,ANGULAR,1
2009,1,ANGULAR,1
2009,2,ANGULAR,1
2009,3,ANGULAR,1
2009,4,ANGULAR,2
2010,4,ANGULAR,3
2011,1,ANGULAR,2
2011,2,ANGULAR,1
2011,3,ANGULAR,6
2011,4,ANGULAR,6
2012,1,ANGULAR,13
2012,2,ANGULAR,118
2012,3,ANGULAR,459
2012,4,ANGULAR,940
2013,1,ANGULAR,2240
2013,2,ANGULAR,3653
2013,3,ANGULAR,5643
2013,4,ANGULAR,6691
2014,1,ANGULAR,9741
2014,2,ANGULAR,11164
2014,3,ANGULAR,13140
2014,4,ANGULAR,13169
2015,1,ANGULAR,14982
2015,2,ANGULAR,17640
2015,3,ANGULAR,19216
2015,4,ANGULAR,18734
2016,1,ANGULAR,22429
2016,2,ANGULAR,24208
2016,3,ANGULAR,24605
2016,4,ANGULAR,23611
2017,1,ANGULAR,25428
2017,2,ANGULAR,24696
2017,3,ANGULAR,25039
2017,4,ANGULAR,24406
2018,1,ANGULAR,23339
2018,2,ANGULAR,23488
2018,3,ANGULAR,15767
2008,3,C#,2155
2008,4,C#,5392
2009,1,C#,8196
2009,2,C#,10862
2009,3,C#,13338
2009,4,C#,14111
2010,1,C#,16480
2010,2,C#,18316
2010,3,C#,20509
2010,4,C#,21722
2011,1,C#,27178
2011,2,C#,30175
2011,3,C#,30112
2011,4,C#,29467
2012,1,C#,34256
2012,2,C#,35511
2012,3,C#,36879
2012,4,C#,37143
2013,1,C#,40959
2013,2,C#,41646
2013,3,C#,43152
2013,4,C#,44566
2014,1,C#,47902
2014,2,C#,42840
2014,3,C#,39388
2014,4,C#,36261
2015,1,C#,37530
2015,2,C#,40738
2015,3,C#,40970
2015,4,C#,37940
2016,1,C#,39353
2016,2,C#,41017
2016,3,C#,36507
2016,4,C#,34351
2017,1,C#,36859
2017,2,C#,35055
2017,3,C#,33677
2017,4,C#,32343
2018,1,C#,31049
2018,2,C#,31568
2018,3,C#,22581
2008,3,C++,995
2008,4,C++,2323
2009,1,C++,2950
2009,2,C++,3785
2009,3,C++,4656
2009,4,C++,5448
2010,1,C++,7220
2010,2,C++,8289
2010,3,C++,8582
2010,4,C++,10027
2011,1,C++,11812
2011,2,C++,12686
2011,3,C++,12522
2011,4,C++,13949
2012,1,C++,15686
2012,2,C++,15896
2012,3,C++,16196
2012,4,C++,18730
2013,1,C++,20326
2013,2,C++,21300
2013,3,C++,20462
2013,4,C++,24066
2014,1,C++,25162
2014,2,C++,21616
2014,3,C++,19260
2014,4,C++,20517
2015,1,C++,21001
2015,2,C++,21446
2015,3,C++,19433
2015,4,C++,21595
2016,1,C++,20525
2016,2,C++,19720
2016,3,C++,16403
2016,4,C++,18147
2017,1,C++,17947
2017,2,C++,16724
2017,3,C++,15450
2017,4,C++,16522
2018,1,C++,16322
2018,2,C++,15241
2018,3,C++,9639
2008,3,CSS,308
2008,4,CSS,646
2009,1,CSS,1007
2009,2,CSS,1425
2009,3,CSS,2213
2009,4,CSS,2432
2010,1,CSS,3170
2010,2,CSS,3662
2010,3,CSS,4422
2010,4,CSS,4812
2011,1,CSS,6833
2011,2,CSS,8009
2011,3,CSS,9283
2011,4,CSS,9318
2012,1,CSS,11459
2012,2,CSS,12314
2012,3,CSS,14138
2012,4,CSS,14394
2013,1,CSS,17068
2013,2,CSS,18394
2013,3,CSS,21170
2013,4,CSS,22376
2014,1,CSS,25937
2014,2,CSS,23542
2014,3,CSS,22147
2014,4,CSS,20162
2015,1,CSS,21673
2015,2,CSS,23510
2015,3,CSS,23474
2015,4,CSS,21415
2016,1,CSS,22187
2016,2,CSS,22082
2016,3,CSS,21410
2016,4,CSS,19690
2017,1,CSS,22059
2017,2,CSS,20437
2017,3,CSS,20023
2017,4,CSS,19182
2018,1,CSS,17738
2018,2,CSS,16900
2018,3,CSS,12007
2008,3,DATABASE,562
2008,4,DATABASE,997
2009,1,DATABASE,1133
2009,2,DATABASE,1507
2009,3,DATABASE,1716
2009,4,DATABASE,1785
2010,1,DATABASE,2460
2010,2,DATABASE,2468
2010,3,DATABASE,2923
2010,4,DATABASE,3076
2011,1,DATABASE,4148
2011,2,DATABASE,4195
2011,3,DATABASE,4375
2011,4,DATABASE,4318
2012,1,DATABASE,5304
2012,2,DATABASE,5436
2012,3,DATABASE,5685
2012,4,DATABASE,5567
2013,1,DATABASE,6208
2013,2,DATABASE,6504
2013,3,DATABASE,6360
2013,4,DATABASE,6132
2014,1,DATABASE,6731
2014,2,DATABASE,5942
2014,3,DATABASE,5435
2014,4,DATABASE,5295
2015,1,DATABASE,5912
2015,2,DATABASE,6345
2015,3,DATABASE,5858
2015,4,DATABASE,5708
2016,1,DATABASE,6397
2016,2,DATABASE,7314
2016,3,DATABASE,7598
2016,4,DATABASE,7257
2017,1,DATABASE,8216
2017,2,DATABASE,8161
2017,3,DATABASE,8105
2017,4,DATABASE,8001
2018,1,DATABASE,8389
2018,2,DATABASE,8364
2018,3,DATABASE,5625
2008,3,HTML,490
2008,4,HTML,1132
2009,1,HTML,1609
2009,2,HTML,2166
2009,3,HTML,3232
2009,4,HTML,3728
2010,1,HTML,5028
2010,2,HTML,5723
2010,3,HTML,7196
2010,4,HTML,7841
2011,1,HTML,11054
2011,2,HTML,12758
2011,3,HTML,14346
2011,4,HTML,14377
2012,1,HTML,17881
2012,2,HTML,19696
2012,3,HTML,22234
2012,4,HTML,22642
2013,1,HTML,26935
2013,2,HTML,28701
2013,3,HTML,32387
2013,4,HTML,34447
2014,1,HTML,40398
2014,2,HTML,36130
2014,3,HTML,33582
2014,4,HTML,31116
2015,1,HTML,33627
2015,2,HTML,36355
2015,3,HTML,36032
2015,4,HTML,33739
2016,1,HTML,35145
2016,2,HTML,34882
2016,3,HTML,33001
2016,4,HTML,30855
2017,1,HTML,34033
2017,2,HTML,32751
2017,3,HTML,31246
2017,4,HTML,29798
2018,1,HTML,28374
2018,2,HTML,27501
2018,3,HTML,19196
2008,3,IOS,37
2008,4,IOS,108
2009,1,IOS,149
2009,2,IOS,197
2009,3,IOS,279
2009,4,IOS,312
2010,1,IOS,485
2010,2,IOS,694
2010,3,IOS,1949
2010,4,IOS,3695
2011,1,IOS,6427
2011,2,IOS,9115
2011,3,IOS,11402
2011,4,IOS,14269
2012,1,IOS,18143
2012,2,IOS,19621
2012,3,IOS,21138
2012,4,IOS,21740
2013,1,IOS,21909
2013,2,IOS,21026
2013,3,IOS,22537
2013,4,IOS,24523
2014,1,IOS,26283
2014,2,IOS,24066
2014,3,IOS,25177
2014,4,IOS,24150
2015,1,IOS,24362
2015,2,IOS,26411
2015,3,IOS,28329
2015,4,IOS,25074
2016,1,IOS,24216
2016,2,IOS,22662
2016,3,IOS,22457
2016,4,IOS,20243
2017,1,IOS,19386
2017,2,IOS,18348
2017,3,IOS,19482
2017,4,IOS,18731
2018,1,IOS,16981
2018,2,IOS,15011
2018,3,IOS,10968
2008,3,IPHONE,75
2008,4,IPHONE,554
2009,1,IPHONE,1184
2009,2,IPHONE,2709
2009,3,IPHONE,4552
2009,4,IPHONE,5039
2010,1,IPHONE,7153
2010,2,IPHONE,8800
2010,3,IPHONE,11278
2010,4,IPHONE,10568
2011,1,IPHONE,13786
2011,2,IPHONE,14916
2011,3,IPHONE,14705
2011,4,IPHONE,12585
2012,1,IPHONE,12754
2012,2,IPHONE,12319
2012,3,IPHONE,11600
2012,4,IPHONE,10319
2013,1,IPHONE,9312
2013,2,IPHONE,7674
2013,3,IPHONE,7058
2013,4,IPHONE,6335
2014,1,IPHONE,6257
2014,2,IPHONE,2705
2014,3,IPHONE,3046
2014,4,IPHONE,3822
2015,1,IPHONE,3375
2015,2,IPHONE,3100
2015,3,IPHONE,3422
2015,4,IPHONE,2546
2016,1,IPHONE,2370
2016,2,IPHONE,2062
2016,3,IPHONE,1811
2016,4,IPHONE,1724
2017,1,IPHONE,1570
2017,2,IPHONE,1525
2017,3,IPHONE,1505
2017,4,IPHONE,1544
2018,1,IPHONE,1113
2018,2,IPHONE,897
2018,3,IPHONE,708
2008,3,JAVA,1394
2008,4,JAVA,3012
2009,1,JAVA,3914
2009,2,JAVA,5636
2009,3,JAVA,6940
2009,4,JAVA,8198
2010,1,JAVA,12049
2010,2,JAVA,12674
2010,3,JAVA,14259
2010,4,JAVA,16638
2011,1,JAVA,22512
2011,2,JAVA,25128
2011,3,JAVA,26070
2011,4,JAVA,28337
2012,1,JAVA,34730
2012,2,JAVA,36558
2012,3,JAVA,37369
2012,4,JAVA,40902
2013,1,JAVA,44965
2013,2,JAVA,47068
2013,3,JAVA,47786
2013,4,JAVA,56142
2014,1,JAVA,61405
2014,2,JAVA,56154
2014,3,JAVA,51106
2014,4,JAVA,53670
2015,1,JAVA,54663
2015,2,JAVA,57894
2015,3,JAVA,54136
2015,4,JAVA,54276
2016,1,JAVA,56007
2016,2,JAVA,54130
2016,3,JAVA,46268
2016,4,JAVA,46495
2017,1,JAVA,48227
2017,2,JAVA,48719
2017,3,JAVA,44028
2017,4,JAVA,47491
2018,1,JAVA,44585
2018,2,JAVA,46280
2018,3,JAVA,29718
2008,3,JAVASCRIPT,806
2008,4,JAVASCRIPT,1939
2009,1,JAVASCRIPT,2766
2009,2,JAVASCRIPT,4059
